player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Nicholas Petit-Frere,82003,T,TEN,3,0,31,55.4,100.0,11,21.6,11,55.4,2,100.0,51,51,50.8,100.0,33,64.7,33
Wes Schweitzer,10829,G,NYJ,3,0,22,43.0,100.0,18,36.0,18,47.0,0,100.0,50,50,59.9,100.0,23,46.0,23
Tucker Fisk,52286,TE,ATL,6,0,2,46.7,100.0,14,28.0,14,50.9,0,100.0,50,50,56.8,100.0,33,66.0,33
Dan Feeney,11826,C,CHI,4,0,6,75.1,100.0,8,16.0,8,45.7,1,100.0,50,50,40.3,100.0,36,72.0,36
Samori Toure,25276,WR,GB,11,0,12,50.4,100.0,15,30.0,15,64.6,0,100.0,50,50,72.4,100.0,31,62.0,31
Blake Brandel,46282,G,MIN,3,0,18,46.6,100.0,18,36.7,18,63.8,0,100.0,49,49,74.5,100.0,28,57.1,28
Trent Scott,24481,T,WAS,5,0,32,84.4,100.0,16,32.7,16,77.3,0,100.0,49,49,60.5,100.0,27,55.1,27
Dennis Daley,60063,G,ARZ,3,0,1,34.9,100.0,21,42.9,21,42.3,0,100.0,49,49,55.6,100.0,23,46.9,23
Tyjae Spears,97195,HB,TEN,17,0,31,43.4,31.1,19,38.8,61,48.1,1,32.7,49,150,56.7,25.4,17,34.7,67
Anthony Richardson,124393,QB,IND,4,0,14,60.0,54.2,13,27.1,24,60.0,0,72.7,48,66,60.0,94.6,35,72.9,37
James Conner,11860,HB,ARZ,13,0,1,68.0,7.8,10,20.8,129,68.9,0,18.3,48,262,60.1,15.7,17,35.4,108
John Ojukwu,58530,T,TEN,3,0,31,60.2,100.0,12,25.0,12,65.4,0,100.0,48,48,66.6,100.0,33,68.8,33
Kion Smith,136103,T,MIA,4,0,17,60.1,100.0,19,39.6,19,56.9,0,100.0,48,48,55.3,100.0,26,54.2,26
DeAndre Carter,9859,WR,LV,15,0,23,54.3,100.0,21,44.7,21,38.7,0,94.0,47,50,53.6,92.9,13,27.7,14
Jarrett Stidham,13725,QB,DEN,3,0,10,60.2,96.0,24,51.1,25,60.3,0,88.7,47,53,60.0,100.0,21,44.7,21
Cam Fleming,8775,T,DEN,4,0,10,47.0,100.0,20,43.5,20,44.8,0,100.0,46,46,57.7,100.0,16,34.8,16
Sterling Shepard,10674,WR,NYG,12,0,21,53.9,100.0,18,40.0,18,34.4,0,100.0,45,45,56.7,100.0,23,51.1,23
Cody Ford,39805,G,CIN,12,0,7,54.6,100.0,27,60.0,27,58.1,0,100.0,45,45,65.2,100.0,14,31.1,14
Calvin Anderson,46247,T,NE,2,0,19,49.9,100.0,14,31.8,14,49.1,0,100.0,44,44,47.1,100.0,25,56.8,25
Najee Harris,57121,HB,PIT,18,0,25,,0.0,0,0.0,107,56.7,0,14.0,44,315,60.0,1.3,2,4.5,153
Roschon Johnson,99467,HB,CHI,15,0,6,55.0,45.7,21,47.7,46,62.7,0,35.5,44,124,59.0,14.3,9,20.5,63
Jamison Crowder,9538,WR,WAS,8,0,32,55.6,100.0,13,30.2,13,51.4,0,100.0,43,43,52.2,100.0,29,67.4,29
KaVontae Turpin,47658,WR,DAL,14,0,9,52.8,61.5,8,18.6,13,54.6,0,81.1,43,53,59.6,91.7,22,51.2,24
Tony Pollard,27126,HB,DAL,18,0,9,52.5,6.8,9,20.9,133,62.8,0,13.7,43,315,60.5,4.9,7,16.3,144
Case Keenum,7323,QB,HST,2,0,13,60.0,100.0,12,27.9,12,60.0,0,95.6,43,45,60.0,100.0,28,65.1,28
Jalen Brooks,111284,WR,DAL,7,0,9,61.6,100.0,15,35.7,15,74.7,0,100.0,42,42,60.6,100.0,14,33.3,14
Matt Peart,46179,T,NYG,7,0,21,40.9,100.0,12,28.6,12,34.0,0,100.0,42,42,37.1,100.0,24,57.1,24
Duane Brown,4340,T,NYJ,4,0,22,54.1,100.0,25,59.5,25,53.5,0,100.0,42,42,55.7,100.0,13,31.0,13
Brayden Willis,77917,TE,SF,9,0,28,50.1,100.0,11,26.2,11,58.8,1,100.0,42,42,58.7,100.0,18,42.9,18
Tre' McKitty,60896,TE,LAC,6,1,27,45.7,100.0,14,33.3,14,39.1,1,100.0,42,42,52.7,100.0,18,42.9,18
Saquon Barkley,45791,HB,NYG,14,0,21,56.5,6.9,7,16.7,102,56.4,0,14.2,42,295,60.0,6.7,11,26.2,163
Parker Hesse,48369,TE,ATL,3,0,2,55.3,100.0,6,14.3,6,50.9,0,100.0,42,42,51.5,100.0,32,76.2,32
Marquise Goodwin,7859,WR,CLV,12,0,8,59.2,100.0,18,43.9,18,58.9,0,91.1,41,45,58.7,100.0,16,39.0,16
Javonte Williams,77803,HB,DEN,16,0,10,,0.0,0,0.0,107,57.6,0,15.5,41,264,60.0,5.3,6,14.6,114
Jamal Agnew,11920,WR,JAX,11,0,15,74.5,94.1,16,40.0,17,76.6,1,90.9,40,44,58.7,100.0,24,60.0,24
Rodney Williams,63718,TE,PIT,11,0,25,57.2,100.0,7,17.5,7,62.6,0,100.0,40,40,68.1,100.0,10,25.0,10
C.J. Beathard,11859,QB,JAX,6,0,15,60.0,100.0,18,45.0,18,60.0,0,88.9,40,45,60.0,95.2,20,50.0,21
Khalil Herbert,41668,HB,CHI,12,0,6,40.9,18.2,10,25.6,55,45.8,0,22.5,39,173,60.5,11.0,11,28.2,100
Mike White,46453,QB,MIA,6,0,17,60.0,100.0,13,33.3,13,60.0,0,83.0,39,47,60.0,96.3,26,66.7,27
Ryan Van Demark,55113,T,BUF,8,0,4,43.3,100.0,13,33.3,13,64.4,0,100.0,39,39,80.0,100.0,13,33.3,13
Deonte Harty,91470,WR,BUF,11,0,4,60.6,100.0,16,42.1,16,71.8,0,90.5,38,42,60.4,100.0,18,47.4,18
Tylan Wallace,61577,WR,BLT,9,0,3,57.5,100.0,15,39.5,15,55.7,0,100.0,38,38,55.5,100.0,13,34.2,13
Brycen Hopkins,47338,TE,LA,12,0,26,53.0,100.0,24,63.2,24,54.5,1,100.0,38,38,62.2,100.0,7,18.4,7
Tremayne Anchrum Jr.,41813,G,LA,5,0,26,49.0,100.0,24,63.2,24,43.3,0,100.0,38,38,43.9,100.0,6,15.8,6
Lawrence Cager,34914,TE,NYG,8,0,21,58.2,100.0,9,23.7,9,65.0,0,100.0,38,38,63.8,100.0,20,52.6,20
James Cook,83666,HB,BUF,19,0,4,55.6,10.6,18,48.6,170,56.0,0,11.9,37,311,59.2,2.6,3,8.1,114
Jaylen Warren,98692,HB,PIT,18,0,25,59.9,1.8,1,2.7,56,77.8,0,19.3,37,192,59.2,5.8,5,13.5,86
Jordan Meredith,60235,G,LV,7,0,23,76.0,100.0,14,37.8,14,60.1,0,100.0,37,37,39.7,100.0,14,37.8,14
Jamaal Williams,11889,HB,NO,13,0,20,77.4,20.3,13,35.1,64,72.9,0,25.5,37,145,60.2,9.7,6,16.2,62
Jalen Nailor,84292,WR,MIN,4,0,18,62.6,100.0,13,36.1,13,59.3,0,100.0,36,36,61.4,100.0,20,55.6,20
Matt Nelson,48584,T,DET,3,0,11,50.9,100.0,20,55.6,20,53.9,1,100.0,36,36,53.5,100.0,15,41.7,15
Justin McCray,9234,G,CAR,3,0,5,53.1,100.0,17,47.2,17,49.2,1,100.0,36,36,50.3,100.0,19,52.8,19
Travis Etienne Jr.,57185,HB,JAX,17,0,15,59.9,1.2,2,5.6,164,77.0,0,11.7,36,307,59.4,5.5,6,16.7,110
Jason Cabinda,50714,FB,DET,7,0,11,54.2,100.0,8,22.2,8,51.3,0,97.3,36,37,51.9,100.0,15,41.7,15
Stephen Sullivan,40411,TE,CAR,9,0,5,46.5,100.0,10,28.6,10,49.8,0,100.0,35,35,57.0,100.0,20,57.1,20
Justice Hill,45865,HB,BLT,18,0,3,56.8,23.1,12,34.3,52,64.7,0,25.4,35,138,60.4,18.6,13,37.1,70
Kyle Hinton,83163,G,ATL,4,0,2,41.3,100.0,12,34.3,12,54.5,0,100.0,35,35,64.7,100.0,20,57.1,20
Blaine Gabbert,6162,QB,KC,2,0,16,60.0,100.0,10,28.6,10,60.0,0,92.1,35,38,60.0,100.0,24,68.6,24
Raheem Mostert,9783,HB,MIA,16,0,17,57.9,7.2,5,14.3,69,59.1,0,13.5,35,260,45.2,2.5,4,11.4,159
Rachaad White,131633,HB,TB,19,0,30,59.6,1.6,2,5.9,125,59.6,0,10.1,34,337,50.3,3.4,6,17.6,177
Tanner Hudson,66924,TE,CIN,10,0,7,65.6,100.0,14,41.2,14,74.5,0,100.0,34,34,60.8,100.0,18,52.9,18
Colton Dowell,63721,WR,TEN,8,0,31,53.7,100.0,11,33.3,11,54.0,0,100.0,33,33,55.7,100.0,15,45.5,15
Ryan Bates,28300,C,BUF,6,0,4,82.4,100.0,10,30.3,10,77.2,0,100.0,33,33,60.8,100.0,10,30.3,10
Josh Jacobs,45953,HB,LV,13,0,23,60.0,0.9,1,3.0,116,55.3,0,12.2,33,271,60.0,1.8,2,6.1,111
Cordarrelle Patterson,7810,HB,ATL,12,0,2,61.8,20.0,6,18.2,30,58.1,0,38.8,33,85,57.1,49.0,25,75.8,51
Latavius Murray,7962,HB,BUF,18,0,4,59.5,8.6,5,15.2,58,57.1,0,29.5,33,112,,0.0,0,0.0,26
Austin Trammell,52195,WR,LA,9,0,26,51.9,100.0,18,56.3,18,39.0,0,100.0,32,32,57.0,100.0,7,21.9,7
Hunter Long,60859,TE,LA,3,1,26,80.7,100.0,18,56.3,18,67.3,1,100.0,32,32,46.9,100.0,11,34.4,11
Velus Jones Jr.,40573,WR,CHI,13,0,6,53.6,73.3,11,34.4,15,52.3,0,80.0,32,40,54.8,100.0,20,62.5,20
Chris Glaser,62780,G,NYJ,3,0,22,60.2,100.0,9,28.1,9,52.6,0,100.0,32,32,67.1,100.0,20,62.5,20
Kayshon Boutte,124087,WR,NE,5,0,19,60.9,100.0,13,40.6,13,51.7,0,100.0,32,32,75.1,100.0,16,50.0,16
Devin Singletary,40485,HB,HST,18,0,13,58.6,3.4,4,12.5,118,79.0,0,11.6,32,276,58.7,5.4,7,21.9,130
Andre Baccellia,47901,WR,ARZ,4,0,1,59.7,100.0,9,29.0,9,69.9,0,100.0,31,31,75.3,100.0,17,54.8,17
Brady Christensen,51985,G,CAR,1,0,5,67.2,100.0,14,45.2,14,57.5,0,100.0,31,31,49.7,100.0,14,45.2,14
Brett Rypien,46487,QB,NYJ,2,0,22,60.0,100.0,17,54.8,17,60.0,0,100.0,31,31,60.0,100.0,12,38.7,12
Brian Hoyer,5277,QB,LV,3,0,23,60.0,100.0,16,53.3,16,60.0,0,90.9,30,33,60.0,100.0,11,36.7,11
Brett Toth,46848,G,CAR,1,0,5,30.2,100.0,12,40.0,12,49.0,0,100.0,30,30,67.6,100.0,18,60.0,18
Isiah Pacheco,83747,HB,KC,18,0,16,57.4,3.2,4,13.3,126,59.3,0,9.3,30,321,58.7,3.0,5,16.7,168
Tyler Huntley,46448,QB,BLT,5,0,3,60.0,86.7,13,43.3,15,60.0,0,78.9,30,38,60.0,94.4,17,56.7,18
Keelan Doss,48143,WR,LAC,5,0,27,32.7,100.0,7,23.3,7,44.4,0,100.0,30,30,59.8,100.0,14,46.7,14
Laviska Shenault Jr.,61220,WR,CAR,6,0,5,57.3,91.7,11,36.7,12,61.2,0,73.2,30,41,63.3,72.0,18,60.0,25
Derrick Henry,10679,HB,TEN,17,0,31,57.4,6.8,9,30.0,132,58.0,0,9.5,30,317,59.7,3.6,6,20.0,169
Cooper Rush,12324,QB,DAL,7,0,9,60.0,100.0,15,50.0,15,60.0,0,73.2,30,41,60.0,100.0,14,46.7,14
Alex Armah,11948,FB,WAS,7,0,32,61.7,100.0,12,40.0,12,52.6,0,100.0,30,30,49.8,100.0,15,50.0,15
Jahmyr Gibbs,122474,HB,DET,18,0,11,57.4,7.0,8,27.6,114,57.0,0,11.7,29,247,59.2,8.8,10,34.5,113
Matt Breida,12271,HB,NYG,15,0,21,57.6,25.8,8,27.6,31,56.5,0,33.7,29,86,58.7,25.6,11,37.9,43
Tyler Steen,81921,G,PHI,2,0,24,49.6,100.0,12,41.4,12,64.1,0,100.0,29,29,77.0,100.0,13,44.8,13
Tim Boyle,21956,QB,NYJ,3,0,22,60.0,100.0,8,27.6,8,60.0,0,87.9,29,33,60.0,94.4,17,58.6,18
Tank Bigsby,123974,HB,JAX,15,0,15,60.0,3.7,1,3.4,27,67.2,0,36.3,29,80,67.2,12.0,3,10.3,25
Mike Caliendo,41446,G,KC,2,0,16,61.1,100.0,8,27.6,8,51.3,0,100.0,29,29,48.3,100.0,18,62.1,18
Austin Ekeler,12164,HB,LAC,14,0,27,32.3,10.5,8,28.6,76,36.6,0,13.3,28,210,51.4,5.1,6,21.4,118
Joe Mixon,11803,HB,CIN,17,1,7,60.0,0.7,1,3.6,153,59.9,1,9.7,28,289,60.0,0.9,1,3.6,106
Matt Pryor,46647,T,SF,6,0,28,89.4,100.0,6,21.4,6,87.7,0,100.0,28,28,72.8,100.0,15,53.6,15
Irvin Charles,28304,WR,NYJ,8,0,22,50.3,100.0,14,50.0,14,88.1,0,100.0,28,28,84.3,100.0,11,39.3,11
D'Onta Foreman,11844,HB,CHI,9,0,6,56.2,8.2,4,14.3,49,57.2,0,20.1,28,139,60.6,12.0,9,32.1,75
Craig Reynolds,94383,HB,DET,15,0,11,60.0,7.1,1,3.6,14,51.6,0,38.4,28,73,60.0,3.0,1,3.6,33
Trishton Jackson,41247,WR,MIN,5,0,18,60.6,100.0,6,22.2,6,60.8,0,100.0,27,27,59.7,100.0,18,66.7,18
Lucas Krull,83962,TE,DEN,7,0,10,42.2,100.0,9,33.3,9,67.3,0,100.0,27,27,73.4,100.0,9,33.3,9
David Wells,34985,TE,TB,5,0,30,77.8,100.0,4,14.8,4,59.0,0,100.0,27,27,50.3,100.0,13,48.1,13
Elijah Mitchell,57272,HB,SF,14,0,28,60.0,3.8,1,3.7,26,70.7,0,24.8,27,109,73.9,8.3,5,18.5,60
Leroy Watson,98723,T,CLV,4,0,8,43.3,100.0,18,66.7,18,51.0,0,100.0,27,27,71.8,100.0,5,18.5,5
Travis Vokolek,61004,TE,ARZ,2,0,1,47.2,100.0,18,66.7,18,56.0,0,100.0,27,27,73.2,100.0,8,29.6,8
Alvin Kamara,11822,HB,NO,13,0,20,53.7,13.2,9,34.6,68,55.7,0,12.3,26,211,60.0,1.6,2,7.7,124
Nate Adkins,87625,TE,DEN,10,0,10,78.7,100.0,6,23.1,6,51.2,0,100.0,26,26,59.0,100.0,13,50.0,13
Will Mallory,77888,TE,IND,7,0,14,70.2,100.0,7,26.9,7,67.5,0,100.0,26,26,67.1,100.0,14,53.8,14
Ezekiel Elliott,10638,HB,NE,17,0,19,60.0,0.9,1,3.8,108,55.7,0,12.1,26,214,,0.0,0,0.0,70
Tyler Kroft,9518,TE,MIA,6,0,17,71.8,100.0,6,23.1,6,65.1,0,100.0,26,26,71.0,100.0,8,30.8,8
Breece Hall,97636,HB,NYJ,17,0,22,58.9,2.9,3,11.5,102,57.4,0,10.2,26,255,60.0,0.8,1,3.8,129
Kyle Allen,26152,QB,BUF,7,0,4,60.0,100.0,12,48.0,12,60.0,0,65.8,25,38,60.0,100.0,13,52.0,13
AJ Dillon,57165,HB,GB,15,0,12,60.0,2.4,2,8.0,84,56.6,0,12.2,25,205,58.7,5.8,6,24.0,103
Collin Johnson,47808,WR,CHI,3,0,6,58.6,100.0,7,28.0,7,70.8,0,100.0,25,25,76.5,100.0,17,68.0,17
James Proche II,48037,WR,CLV,3,0,8,55.6,100.0,12,48.0,12,56.6,0,100.0,25,25,59.2,100.0,9,36.0,9
Laquon Treadwell,10657,WR,BLT,3,0,3,62.9,100.0,13,52.0,13,63.7,0,100.0,25,25,61.5,100.0,8,32.0,8
David Bakhtiari,7891,T,GB,1,0,12,76.4,100.0,15,60.0,15,68.6,0,100.0,25,25,54.6,100.0,9,36.0,9
Shane Lemieux,28149,G,NYG,2,0,21,51.4,100.0,12,50.0,12,39.3,0,100.0,24,24,38.0,100.0,9,37.5,9
Asim Richards,99674,T,DAL,5,0,9,56.8,100.0,12,50.0,12,63.0,0,100.0,24,24,68.3,100.0,6,25.0,6
Rico Dowdle,40693,HB,DAL,17,0,9,,0.0,0,0.0,34,60.1,0,20.5,24,117,60.0,3.6,2,8.3,55
Justin Skule,38951,T,TB,7,0,30,70.9,100.0,11,45.8,11,64.9,0,100.0,24,24,52.6,100.0,10,41.7,10
Tyler Allgeier,83639,HB,ATL,17,0,2,52.9,15.0,9,37.5,60,43.4,0,11.3,24,212,50.4,2.9,4,16.7,137
Jake Andrews,81868,G,NE,2,0,19,62.4,100.0,15,62.5,15,60.8,0,100.0,24,24,58.2,100.0,3,12.5,3
Britain Covey,32933,WR,PHI,7,0,24,57.5,100.0,6,25.0,6,41.1,0,100.0,24,24,58.6,100.0,15,62.5,15
Aaron Jones,11937,HB,GB,13,0,12,59.2,3.1,2,8.7,64,57.8,0,11.1,23,207,59.5,4.7,6,26.1,127
Foster Sarell,52272,T,LAC,7,0,27,49.5,100.0,11,47.8,11,45.9,0,100.0,23,23,53.2,100.0,4,17.4,4
Lucas Niang,47004,T,KC,2,0,16,41.7,100.0,6,26.1,6,48.4,0,100.0,23,23,68.9,100.0,15,65.2,15
Luke Wypler,129764,G,CLV,2,0,8,61.4,100.0,13,56.5,13,65.9,0,100.0,23,23,68.6,100.0,7,30.4,7
Josh Sills,41748,G,IND,7,0,14,59.2,100.0,10,43.5,10,59.9,0,100.0,23,23,60.0,100.0,8,34.8,8
Luke Wattenberg,41024,G,DEN,3,0,10,49.7,100.0,6,27.3,6,61.7,0,100.0,22,22,71.7,100.0,8,36.4,8
Jerome Ford,83601,HB,CLV,18,0,8,57.5,5.5,7,31.8,127,67.1,0,9.3,22,237,60.0,4.4,4,18.2,91
Carson Wentz,10636,QB,LA,2,0,26,60.0,77.3,17,77.3,22,60.0,0,62.9,22,35,60.0,80.0,4,18.2,5
Mike Strachan,143358,WR,CAR,4,0,5,40.4,100.0,11,50.0,11,45.6,0,100.0,22,22,61.1,100.0,11,50.0,11
Jordan Mason,62946,HB,SF,12,0,28,,0.0,0,0.0,9,62.2,0,34.9,22,63,,0.0,0,0.0,31
Willie Snead IV,8999,WR,SF,3,0,28,52.7,100.0,3,14.3,3,70.7,0,100.0,21,21,80.0,100.0,11,52.4,11
Clayton Tune,77652,QB,ARZ,6,0,1,60.0,100.0,9,42.9,9,60.0,0,84.0,21,25,60.0,100.0,12,57.1,12
Keaton Mitchell,123826,HB,BLT,7,0,3,55.1,40.0,10,50.0,25,65.7,0,29.4,20,68,60.7,17.1,6,30.0,35
Zack Moss,40341,HB,IND,14,0,14,57.7,12.3,7,35.0,57,57.4,0,9.5,20,210,58.6,4.8,7,35.0,146
Brian Allen,46104,C,LA,3,0,26,58.0,100.0,9,45.0,9,66.5,0,100.0,20,20,65.7,100.0,5,25.0,5
Tyler Vrabel,77343,T,ATL,1,0,2,60.2,100.0,3,15.0,3,62.1,0,100.0,20,20,62.2,100.0,17,85.0,17
Tyler Johnson,48054,WR,LA,1,0,26,49.9,100.0,11,55.0,11,34.9,0,100.0,20,20,60.4,100.0,4,20.0,4
Joshua Kelley,13750,HB,LAC,17,0,27,,0.0,0,0.0,46,58.3,0,14.8,19,128,60.0,1.6,1,5.3,61
Mason Kinsey,115664,WR,TEN,6,0,31,60.0,100.0,2,10.5,2,53.3,0,100.0,19,19,51.2,100.0,13,68.4,13
Jameis Winston,9434,QB,NO,6,0,20,60.0,100.0,4,21.1,4,60.0,0,79.2,19,24,60.0,100.0,12,63.2,12
Tanner Conner,22777,TE,MIA,2,0,17,68.5,100.0,8,42.1,8,69.1,0,100.0,19,19,65.0,100.0,8,42.1,8
Samaje Perine,11869,HB,DEN,16,0,10,60.0,3.4,1,5.6,29,59.3,0,24.7,18,73,60.0,7.4,2,11.1,27
Kyren Williams,97118,HB,LA,13,0,26,59.7,1.3,2,11.1,156,59.1,0,6.9,18,262,60.0,1.1,1,5.6,91
Alexander Mattison,45817,HB,MIN,16,0,18,56.9,3.0,2,11.1,66,43.6,0,8.8,18,204,,0.0,0,0.0,120
Brian Robinson,57120,HB,WAS,15,0,32,57.4,6.5,4,22.2,62,65.5,0,9.1,18,198,60.0,0.8,1,5.6,120
Kareem Hunt,11841,HB,CLV,15,0,8,64.0,3.1,3,16.7,97,65.0,0,11.0,18,164,60.0,4.5,2,11.1,44
Rhamondre Stevenson,98689,HB,NE,12,0,19,,0.0,0,0.0,83,29.3,0,9.7,17,176,60.1,5.6,4,23.5,71
Patrick Taylor,40448,HB,GB,13,0,12,60.0,16.7,3,17.6,18,75.7,0,32.1,17,53,60.0,12.5,3,17.6,24
Darrell Daniels,12122,FB,DET,3,0,11,67.8,100.0,2,11.8,2,73.7,0,100.0,17,17,68.6,100.0,10,58.8,10
Chuba Hubbard,57373,HB,CAR,17,0,5,60.0,1.9,2,11.8,105,45.0,0,6.6,17,257,,0.0,0,0.0,136
Albert Okwuegbunam,41933,TE,PHI,4,0,24,59.4,100.0,3,17.6,3,57.0,0,100.0,17,17,58.3,100.0,4,23.5,4
Anthony Firkser,51837,TE,DET,4,0,11,59.9,100.0,3,17.6,3,64.8,0,100.0,17,17,55.5,100.0,8,47.1,8
Austin Deculus,59821,T,NYJ,2,0,22,63.6,100.0,6,35.3,6,64.6,0,100.0,17,17,63.1,100.0,11,64.7,11
Jeff Driskel,10841,QB,CLV,1,0,8,60.0,83.3,10,58.8,12,60.0,0,81.0,17,21,60.0,100.0,6,35.3,6
Kenneth Walker III,97199,HB,SEA,15,0,29,58.9,4.5,3,18.8,67,58.7,0,6.8,16,234,,0.0,0,0.0,142
Emari Demercado,77763,HB,ARZ,10,0,1,56.1,13.3,4,25.0,30,40.7,0,21.6,16,74,60.3,13.9,5,31.3,36
Jacoby Brissett,10725,QB,WAS,3,0,32,60.0,100.0,5,31.3,5,60.0,0,94.1,16,17,60.0,100.0,9,56.3,9
Cody Thompson,48152,WR,SEA,5,0,29,60.0,100.0,4,25.0,4,60.9,0,100.0,16,16,57.9,100.0,5,31.3,5
Warren McClendon Jr.,99081,T,LA,2,0,26,58.1,100.0,5,31.3,5,57.0,0,100.0,16,16,57.2,100.0,5,31.3,5
Riley Reiff,7029,G,NE,1,0,19,58.2,100.0,10,62.5,10,57.0,0,100.0,16,16,58.0,100.0,4,25.0,4
Jerick McKinnon,8731,HB,KC,12,0,16,59.8,16.7,1,6.3,6,43.8,0,43.2,16,37,,0.0,0,0.0,14
Jaren Hall,82094,QB,MIN,3,0,18,60.0,100.0,4,25.0,4,60.0,0,84.2,16,19,60.0,100.0,12,75.0,12
Trayveon Williams,45775,HB,CIN,13,0,7,54.9,16.7,1,6.3,6,52.5,0,51.6,16,31,,0.0,0,0.0,8
Dameon Pierce,83659,HB,HST,14,0,13,,0.0,0,0.0,55,55.7,0,9.1,15,164,60.0,1.1,1,6.7,92
Marquez Callaway,42295,WR,NO,3,0,20,53.6,100.0,6,40.0,6,55.9,0,100.0,15,15,60.8,100.0,9,60.0,9
Kyle Philips,84463,WR,TEN,5,0,31,59.0,100.0,5,33.3,5,59.5,0,100.0,15,15,61.1,100.0,8,53.3,8
Jalen Mayfield,81725,G,NYG,2,0,21,67.8,100.0,3,20.0,3,39.4,1,100.0,15,15,35.2,100.0,9,60.0,9
Ty Johnson,45769,HB,BUF,9,0,4,82.5,22.9,8,53.3,35,77.8,0,23.8,15,63,81.0,12.5,3,20.0,24
Khalen Saunders,31534,DI,NO,4,0,20,61.2,100.0,13,86.7,13,59.0,0,100.0,15,15,57.9,100.0,2,13.3,2
N'Keal Harry,48297,WR,MIN,7,0,18,56.6,100.0,7,46.7,7,57.4,0,100.0,15,15,60.9,100.0,6,40.0,6
Brady Russell,60876,TE,SEA,6,0,29,46.8,100.0,3,21.4,3,59.5,0,100.0,14,14,67.1,100.0,3,21.4,3
Fred Johnson,46951,T,PHI,3,0,24,71.7,100.0,4,28.6,4,72.9,0,100.0,14,14,66.6,100.0,10,71.4,10
Salvon Ahmed,57472,HB,MIA,7,0,17,59.7,33.3,3,21.4,9,57.4,0,38.9,14,36,59.2,27.3,6,42.9,22
Zamir White,83665,HB,LV,14,0,23,,0.0,0,0.0,46,59.8,0,11.9,14,118,,0.0,0,0.0,48
Zach Gentry,36049,TE,LV,1,0,23,61.0,100.0,4,28.6,4,60.5,0,100.0,14,14,60.1,100.0,6,42.9,6
David Sills V,34579,WR,DEN,3,0,10,60.1,100.0,4,28.6,4,61.8,0,100.0,14,14,62.1,100.0,9,64.3,9
Kristian Wilkerson,28729,WR,LV,2,0,23,61.2,100.0,6,42.9,6,55.6,0,100.0,14,14,56.2,100.0,3,21.4,3
Malcolm Rodriguez,60731,LB,DET,6,0,11,63.2,100.0,6,46.2,6,59.5,0,100.0,13,13,57.4,100.0,4,30.8,4
Phillip Dorsett,9462,WR,DEN,2,0,10,58.8,100.0,8,61.5,8,58.7,0,100.0,13,13,59.6,100.0,5,38.5,5
Simi Fehoko,84424,WR,LAC,4,0,27,39.1,100.0,8,61.5,8,40.8,0,100.0,13,13,58.9,100.0,5,38.5,5
De'Von Achane,124305,HB,MIA,12,0,17,59.7,10.2,5,38.5,49,77.2,0,10.2,13,127,60.0,3.1,2,15.4,65
Cole Fotheringham,84070,TE,LV,1,0,23,51.0,100.0,4,30.8,4,47.9,0,100.0,13,13,51.3,100.0,4,30.8,4
David Montgomery,45719,HB,DET,17,0,11,60.0,0.8,1,8.3,127,60.0,0,4.4,12,272,,0.0,0,0.0,134
DJ Turner,47663,WR,LV,4,0,23,83.7,100.0,4,33.3,4,78.4,0,100.0,12,12,59.7,100.0,2,16.7,2
Charlie Jones,55038,WR,CIN,4,0,7,59.8,100.0,6,50.0,6,37.6,0,85.7,12,14,58.1,100.0,6,50.0,6
Sean Clifford,51708,QB,GB,3,0,12,60.0,75.0,3,25.0,4,60.0,0,80.0,12,15,60.0,100.0,9,75.0,9
Matt Sokol,47123,TE,NE,2,0,19,46.7,100.0,8,66.7,8,47.3,0,100.0,12,12,57.7,100.0,3,25.0,3
Jeff Wilson Jr.,29413,HB,MIA,8,0,17,59.7,5.6,1,8.3,18,47.0,0,22.6,12,53,36.7,7.7,2,16.7,26
Andy Dalton,6187,QB,CAR,3,0,5,60.0,100.0,5,41.7,5,60.0,0,85.7,12,14,60.0,87.5,7,58.3,8
Marcus Mariota,9435,QB,PHI,4,0,24,60.0,50.0,2,16.7,4,60.0,0,70.6,12,17,60.0,83.3,10,83.3,12
Darrynton Evans,40692,HB,MIA,6,0,17,60.0,7.1,1,8.3,14,60.0,0,26.1,12,46,60.0,4.8,1,8.3,21
Tyree Jackson,46481,TE,NYG,2,0,21,45.2,100.0,4,33.3,4,51.8,0,100.0,12,12,59.6,100.0,8,66.7,8
Zach Charbonnet,97630,HB,SEA,16,0,29,59.9,7.9,3,25.0,38,27.3,0,9.7,12,124,59.1,2.7,2,16.7,73
Royce Freeman,45747,HB,LA,9,0,26,60.0,4.8,2,16.7,42,78.9,0,13.6,12,88,60.0,2.7,1,8.3,37
Ty Chandler,62942,HB,MIN,14,0,18,60.0,2.0,1,9.1,50,59.5,0,9.6,11,115,60.0,2.0,1,9.1,51
D'Ernest Johnson,45734,HB,JAX,15,0,15,60.0,11.8,2,18.2,17,52.5,0,21.2,11,52,,0.0,0,0.0,26
